,event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench,manager_id
0,1,75.0,75.0,704705.0,730067.0,704705.0,10.0,5.0,1000.0,0.0,0.0,4.0,1450135
1,2,80.0,155.0,2340828.0,2358258.0,606835.0,25.0,5.0,1002.0,0.0,0.0,11.0,1450135
2,3,89.0,244.0,355421.0,361956.0,196179.0,5.0,0.0,1006.0,1.0,0.0,3.0,1450135
3,4,48.0,292.0,6294757.0,6304214.0,428772.0,65.0,2.0,1007.0,2.0,0.0,15.0,1450135
4,5,80.0,372.0,440120.0,448389.0,146312.0,5.0,2.0,1012.0,0.0,0.0,3.0,1450135
5,6,38.0,410.0,7774756.0,7796339.0,513012.0,75.0,2.0,1014.0,0.0,0.0,4.0,1450135
6,7,53.0,463.0,2997548.0,3004810.0,400276.0,30.0,0.0,1019.0,2.0,0.0,8.0,1450135
7,8,26.0,489.0,8738765.0,8756139.0,857150.0,85.0,0.0,1024.0,0.0,0.0,7.0,1450135
8,9,75.0,564.0,491829.0,496776.0,465459.0,5.0,1.0,1026.0,1.0,0.0,6.0,1450135
9,10,62.0,626.0,324265.0,326924.0,212022.0,5.0,13.0,1027.0,2.0,0.0,14.0,1450135
10,11,70.0,696.0,794038.0,800532.0,131777.0,10.0,13.0,1034.0,0.0,0.0,10.0,1450135
11,12,77.0,773.0,405506.0,408377.0,54200.0,5.0,4.0,1035.0,1.0,0.0,13.0,1450135
12,13,82.0,855.0,1155581.0,1163174.0,42920.0,15.0,4.0,1040.0,0.0,0.0,0.0,1450135
13,14,55.0,910.0,6608773.0,6617527.0,80480.0,65.0,15.0,1043.0,2.0,0.0,13.0,1450135
14,15,68.0,978.0,1228371.0,1241004.0,48089.0,15.0,15.0,1046.0,0.0,0.0,2.0,1450135
15,16,51.0,1029.0,4221541.0,4231980.0,56660.0,40.0,13.0,1048.0,2.0,0.0,13.0,1450135
16,17,87.0,1108.0,1311517.0,1312291.0,68689.0,15.0,1.0,1046.0,4.0,8.0,6.0,1450135
17,18,60.0,1168.0,3506981.0,3522076.0,85357.0,35.0,19.0,1047.0,1.0,0.0,7.0,1450135
18,19,75.0,1243.0,3352189.0,3368397.0,102096.0,35.0,19.0,1049.0,0.0,0.0,7.0,1450135
19,20,57.0,1300.0,6258618.0,6276545.0,148685.0,60.0,19.0,1049.0,0.0,0.0,12.0,1450135
20,21,91.0,1391.0,290097.0,292145.0,71119.0,5.0,6.0,1050.0,2.0,0.0,5.0,1450135
21,22,53.0,1444.0,2690283.0,2711808.0,62454.0,25.0,6.0,1056.0,0.0,0.0,5.0,1450135
22,23,88.0,1532.0,84301.0,84511.0,23136.0,1.0,21.0,1059.0,3.0,0.0,15.0,1450135
23,24,149.0,1681.0,132181.0,134236.0,8608.0,5.0,19.0,1064.0,1.0,0.0,14.0,1450135
24,25,99.0,1780.0,1266867.0,1276721.0,7360.0,15.0,5.0,1063.0,1.0,0.0,3.0,1450135
25,26,88.0,1868.0,866842.0,873618.0,6905.0,10.0,5.0,1062.0,0.0,0.0,1.0,1450135
26,27,59.0,1927.0,3237145.0,3262820.0,6875.0,30.0,5.0,1064.0,0.0,0.0,1.0,1450135
27,28,63.0,1990.0,2800919.0,2823082.0,6068.0,25.0,5.0,1067.0,0.0,0.0,3.0,1450135
28,29,37.0,2027.0,6066199.0,6069571.0,12096.0,55.0,9.0,1061.0,3.0,0.0,0.0,1450135
29,30,50.0,2077.0,3622892.0,3659982.0,12535.0,35.0,8.0,1050.0,0.0,0.0,9.0,1450135
30,31,66.0,2143.0,127283.0,129354.0,7106.0,5.0,5.0,1057.0,2.0,0.0,8.0,1450135
31,32,92.0,2235.0,432880.0,437704.0,4869.0,5.0,5.0,1064.0,0.0,0.0,10.0,1450135
32,33,75.0,2310.0,1502797.0,1510150.0,4729.0,15.0,55.0,1068.0,2.0,0.0,9.0,1450135
33,34,89.0,2399.0,232398.0,244041.0,3581.0,5.0,55.0,1071.0,0.0,0.0,19.0,1450135
34,35,46.0,2445.0,4084656.0,4102109.0,4325.0,40.0,25.0,1066.0,1.0,0.0,11.0,1450135
35,36,64.0,2501.0,684803.0,686797.0,5006.0,10.0,9.0,1061.0,3.0,8.0,0.0,1450135
36,37,63.0,2564.0,527716.0,533877.0,4074.0,5.0,13.0,1058.0,1.0,0.0,16.0,1450135
37,38,60.0,2624.0,1883361.0,1894311.0,4164.0,20.0,29.0,1063.0,1.0,0.0,13.0,1450135
38,7,34.0,34.0,8823133.0,8961456.0,10445625.0,85.0,0.0,1002.0,0.0,0.0,0.0,10448238
39,8,28.0,62.0,8107310.0,8313367.0,10437581.0,80.0,0.0,1005.0,0.0,0.0,3.0,10448238
40,9,61.0,123.0,3094172.0,3256563.0,10398494.0,30.0,0.0,1008.0,0.0,0.0,3.0,10448238
41,10,33.0,156.0,7323772.0,7551348.0,10393027.0,70.0,0.0,1008.0,0.0,0.0,4.0,10448238
42,11,45.0,201.0,6554056.0,6559560.0,10378687.0,65.0,0.0,1010.0,4.0,0.0,11.0,10448238
43,12,43.0,244.0,6854519.0,7025522.0,10372436.0,65.0,0.0,1009.0,0.0,0.0,12.0,10448238
44,13,45.0,289.0,8578078.0,8727420.0,10391091.0,80.0,0.0,1008.0,0.0,0.0,8.0,10448238
45,14,46.0,335.0,8635595.0,8767593.0,10397777.0,80.0,0.0,1008.0,0.0,0.0,2.0,10448238
46,15,79.0,414.0,228956.0,255302.0,10315246.0,5.0,0.0,1007.0,0.0,0.0,2.0,10448238
47,16,49.0,463.0,4670058.0,4867895.0,10293068.0,45.0,0.0,1006.0,0.0,0.0,13.0,10448238
48,17,29.0,492.0,10157127.0,10233891.0,10340867.0,95.0,0.0,1008.0,0.0,0.0,3.0,10448238
49,18,44.0,536.0,7459570.0,7603497.0,10330997.0,70.0,0.0,1007.0,0.0,0.0,8.0,10448238
50,19,48.0,584.0,9302042.0,9414806.0,10346948.0,85.0,0.0,1008.0,0.0,0.0,2.0,10448238
51,20,85.0,669.0,421601.0,450063.0,10248746.0,5.0,0.0,1009.0,0.0,0.0,0.0,10448238
52,21,68.0,737.0,2654447.0,2743753.0,10159981.0,25.0,1.0,1009.0,0.0,0.0,16.0,10448238
53,22,55.0,792.0,2174589.0,2334462.0,10126970.0,20.0,1.0,1015.0,0.0,0.0,16.0,10448238
54,23,64.0,856.0,3687827.0,3906941.0,10085430.0,35.0,1.0,1019.0,0.0,0.0,15.0,10448238
55,24,98.0,954.0,5084899.0,5149063.0,9900209.0,50.0,1.0,1023.0,0.0,0.0,16.0,10448238
56,25,65.0,1019.0,7675980.0,7779037.0,9847420.0,70.0,1.0,1023.0,0.0,0.0,8.0,10448238
57,26,73.0,1092.0,3804386.0,3916773.0,9661691.0,35.0,1.0,1021.0,0.0,0.0,16.0,10448238
58,27,52.0,1144.0,6210898.0,6489699.0,9648857.0,55.0,1.0,1023.0,0.0,0.0,15.0,10448238
59,28,68.0,1212.0,1500670.0,1595334.0,9445779.0,15.0,1.0,1022.0,0.0,0.0,12.0,10448238
60,29,33.0,1245.0,6941253.0,7140397.0,9452211.0,65.0,1.0,1023.0,0.0,0.0,0.0,10448238
61,30,48.0,1293.0,4374437.0,4609888.0,9366521.0,40.0,1.0,1024.0,0.0,0.0,2.0,10448238
62,31,18.0,1311.0,10768579.0,10887779.0,9460341.0,95.0,1.0,1022.0,0.0,0.0,3.0,10448238
63,32,57.0,1368.0,4970224.0,5122792.0,9356696.0,45.0,1.0,1018.0,0.0,0.0,2.0,10448238
64,33,45.0,1413.0,8383366.0,8554151.0,9369622.0,75.0,1.0,1012.0,0.0,0.0,21.0,10448238
65,34,37.0,1450.0,7677381.0,7878879.0,9330651.0,70.0,1.0,1014.0,0.0,0.0,7.0,10448238
66,35,37.0,1487.0,7571372.0,7860975.0,9336759.0,70.0,1.0,1014.0,0.0,0.0,12.0,10448238
67,36,39.0,1526.0,6833577.0,7104348.0,9326746.0,60.0,1.0,1017.0,0.0,0.0,7.0,10448238
68,37,38.0,1564.0,5825588.0,6084621.0,9286113.0,55.0,1.0,1016.0,0.0,0.0,11.0,10448238
69,38,52.0,1616.0,3614014.0,3793869.0,9177085.0,35.0,1.0,1016.0,0.0,0.0,9.0,10448238
70,1,,,,,,,,,,,,10448238
71,2,,,,,,,,,,,,10448238
72,3,,,,,,,,,,,,10448238
73,4,,,,,,,,,,,,10448238
74,5,,,,,,,,,,,,10448238
75,6,,,,,,,,,,,,10448238
76,1,56.0,56.0,4644310.0,4873058.0,4644310.0,55.0,5.0,1000.0,0.0,0.0,3.0,7888534
77,2,86.0,142.0,1312829.0,1363744.0,1977912.0,15.0,5.0,1000.0,0.0,0.0,2.0,7888534
78,3,91.0,233.0,236715.0,249248.0,571641.0,5.0,14.0,1002.0,1.0,0.0,1.0,7888534
79,4,47.0,280.0,6598833.0,6635727.0,1029181.0,65.0,8.0,1005.0,2.0,0.0,1.0,7888534
80,5,67.0,347.0,2446547.0,2539840.0,886204.0,25.0,8.0,1008.0,0.0,0.0,4.0,7888534
81,6,49.0,396.0,5323177.0,5357002.0,1124615.0,55.0,7.0,1009.0,2.0,0.0,7.0,7888534
82,7,38.0,430.0,7927584.0,7959677.0,1991508.0,80.0,2.0,1004.0,2.0,4.0,0.0,7888534
83,8,38.0,468.0,4375846.0,4525821.0,2002927.0,45.0,9.0,1000.0,0.0,0.0,6.0,7888534
84,9,72.0,540.0,765432.0,807800.0,1319685.0,10.0,9.0,1006.0,0.0,0.0,4.0,7888534
85,10,36.0,576.0,6462723.0,6502374.0,1691966.0,65.0,0.0,1011.0,2.0,0.0,8.0,7888534
86,11,56.0,632.0,3217554.0,3312311.0,1615323.0,35.0,0.0,1016.0,0.0,0.0,8.0,7888534
87,12,91.0,723.0,36425.0,37843.0,572560.0,1.0,1.0,1011.0,2.0,0.0,11.0,7888534
88,13,57.0,780.0,5921102.0,6025855.0,900947.0,55.0,1.0,1012.0,0.0,0.0,2.0,7888534
89,14,69.0,849.0,2645349.0,2671977.0,821916.0,25.0,1.0,1009.0,2.0,0.0,7.0,7888534
90,15,39.0,888.0,8491496.0,8587503.0,1186520.0,80.0,1.0,1010.0,0.0,0.0,0.0,7888534
91,16,47.0,935.0,5623266.0,5682322.0,1297542.0,55.0,7.0,1010.0,1.0,0.0,0.0,7888534
92,17,84.0,1019.0,1651565.0,1684872.0,1097786.0,20.0,7.0,1008.0,1.0,0.0,1.0,7888534
93,18,69.0,1088.0,1294069.0,1338742.0,940484.0,15.0,7.0,1006.0,2.0,0.0,1.0,7888534
94,19,82.0,1170.0,1799895.0,1874945.0,841657.0,20.0,7.0,1009.0,0.0,0.0,0.0,7888534
95,20,78.0,1248.0,1207813.0,1257807.0,653358.0,15.0,7.0,1008.0,0.0,0.0,0.0,7888534
96,21,62.0,1310.0,4022511.0,4044964.0,741334.0,40.0,15.0,1010.0,2.0,0.0,1.0,7888534
97,22,41.0,1351.0,7420895.0,7480112.0,833048.0,70.0,18.0,1010.0,1.0,0.0,1.0,7888534
98,23,56.0,1407.0,7316176.0,7356576.0,934059.0,70.0,0.0,1006.0,2.0,0.0,0.0,7888534
99,24,100.0,1507.0,4830586.0,4881459.0,1233098.0,45.0,0.0,1005.0,0.0,0.0,1.0,7888534
100,25,89.0,1596.0,2905805.0,2970117.0,1242835.0,30.0,11.0,1002.0,0.0,0.0,15.0,7888534
101,26,83.0,1679.0,1593744.0,1651980.0,1144874.0,15.0,11.0,1004.0,0.0,0.0,0.0,7888534
102,27,64.0,1743.0,1899498.0,1922536.0,1025173.0,20.0,1.0,1003.0,2.0,0.0,8.0,7888534
103,28,71.0,1814.0,1037372.0,1071839.0,884426.0,10.0,5.0,1007.0,1.0,0.0,11.0,7888534
104,29,41.0,1855.0,4979736.0,5003052.0,991214.0,45.0,18.0,1008.0,2.0,0.0,0.0,7888534
105,30,55.0,1910.0,2182902.0,2222410.0,921951.0,20.0,23.0,1010.0,1.0,0.0,7.0,7888534
106,31,19.0,1929.0,10588202.0,10680175.0,1224595.0,95.0,23.0,1009.0,0.0,0.0,1.0,7888534
107,32,78.0,2007.0,1650752.0,1696184.0,1144312.0,15.0,23.0,1005.0,0.0,0.0,-2.0,7888534
108,33,69.0,2076.0,2425192.0,2508430.0,1101110.0,25.0,23.0,1001.0,0.0,0.0,4.0,7888534
109,34,59.0,2135.0,2923405.0,2935834.0,1146354.0,30.0,8.0,1002.0,3.0,0.0,0.0,7888534
110,35,41.0,2176.0,5891409.0,6115733.0,1190274.0,55.0,8.0,1002.0,0.0,0.0,0.0,7888534
111,36,40.0,2216.0,6791342.0,6813713.0,1295506.0,60.0,2.0,1001.0,2.0,0.0,19.0,7888534
112,37,35.0,2251.0,7155960.0,7173685.0,1441485.0,65.0,6.0,999.0,1.0,0.0,1.0,7888534
113,38,60.0,2311.0,1883361.0,1916995.0,1377323.0,20.0,9.0,1001.0,1.0,0.0,4.0,7888534
114,1,63.0,63.0,2859831.0,2865533.0,2859831.0,35.0,0.0,1000.0,0.0,0.0,11.0,139659
115,2,78.0,141.0,2767751.0,2769394.0,2122213.0,30.0,0.0,1001.0,0.0,0.0,3.0,139659
116,3,89.0,230.0,355421.0,356662.0,732226.0,5.0,9.0,1002.0,1.0,0.0,2.0,139659
117,4,55.0,285.0,4076689.0,4077552.0,736361.0,45.0,6.0,1002.0,2.0,0.0,2.0,139659
118,5,72.0,357.0,1485052.0,1486375.0,483146.0,15.0,1.0,1005.0,1.0,0.0,3.0,139659
119,6,51.0,408.0,4794743.0,4795494.0,593571.0,50.0,0.0,1008.0,1.0,0.0,2.0,139659
120,7,36.0,444.0,8451333.0,8452137.0,1126953.0,85.0,0.0,1009.0,1.0,0.0,2.0,139659
121,8,44.0,488.0,2486485.0,2488114.0,905201.0,25.0,0.0,1009.0,0.0,0.0,9.0,139659
122,9,58.0,546.0,4304291.0,4305585.0,1062712.0,45.0,0.0,1007.0,2.0,0.0,6.0,139659
123,10,48.0,594.0,2130397.0,2132110.0,923948.0,25.0,6.0,1005.0,0.0,0.0,10.0,139659
124,11,77.0,671.0,310199.0,310564.0,435145.0,5.0,6.0,1010.0,0.0,0.0,11.0,139659
125,12,79.0,750.0,302917.0,303220.0,184165.0,5.0,15.0,1014.0,1.0,0.0,13.0,139659
126,13,85.0,835.0,863376.0,864142.0,120217.0,10.0,15.0,1018.0,1.0,0.0,8.0,139659
127,14,60.0,895.0,4909430.0,4910884.0,162015.0,50.0,15.0,1024.0,0.0,0.0,4.0,139659
128,15,78.0,973.0,307254.0,307549.0,62070.0,5.0,16.0,1026.0,1.0,0.0,3.0,139659
129,16,54.0,1027.0,3146102.0,3147731.0,62139.0,30.0,14.0,1028.0,1.0,0.0,10.0,139659
130,17,80.0,1107.0,2335779.0,2336019.0,70625.0,25.0,1.0,1025.0,3.0,0.0,11.0,139659
131,18,57.0,1164.0,4401227.0,4402518.0,98711.0,45.0,19.0,1024.0,1.0,0.0,17.0,139659
132,19,79.0,1243.0,2411136.0,2412562.0,100819.0,25.0,19.0,1027.0,0.0,0.0,1.0,139659
133,20,97.0,1340.0,37829.0,37876.0,28812.0,1.0,28.0,1030.0,1.0,0.0,2.0,139659
134,21,64.0,1404.0,3592261.0,3592835.0,41566.0,35.0,14.0,1035.0,2.0,0.0,5.0,139659
135,22,40.0,1444.0,7550652.0,7553009.0,62063.0,70.0,14.0,1038.0,0.0,0.0,9.0,139659
136,23,63.0,1507.0,4060779.0,4063070.0,63040.0,40.0,14.0,1039.0,0.0,0.0,5.0,139659
137,24,100.0,1607.0,4927499.0,4927810.0,144409.0,45.0,0.0,1037.0,2.0,0.0,16.0,139659
138,25,82.0,1689.0,4580498.0,4581400.0,198223.0,45.0,24.0,1033.0,1.0,0.0,1.0,139659
139,26,97.0,1786.0,234134.0,234896.0,133172.0,5.0,32.0,1031.0,1.0,0.0,8.0,139659
140,27,47.0,1833.0,8269865.0,8271442.0,176451.0,75.0,32.0,1035.0,0.0,0.0,1.0,139659
141,28,70.0,1903.0,1126558.0,1127462.0,136564.0,10.0,32.0,1038.0,0.0,0.0,2.0,139659
142,29,24.0,1927.0,9578333.0,9578353.0,268261.0,85.0,18.0,1030.0,4.0,0.0,0.0,139659
143,30,54.0,1981.0,2296874.0,2302187.0,248087.0,25.0,15.0,1030.0,0.0,0.0,14.0,139659
144,31,74.0,2055.0,19378.0,19496.0,131040.0,1.0,4.0,1038.0,0.0,0.0,11.0,139659
145,32,91.0,2146.0,525521.0,525987.0,100303.0,5.0,0.0,1042.0,2.0,0.0,10.0,139659
146,33,71.0,2213.0,2179135.0,2180290.0,111622.0,20.0,31.0,1045.0,2.0,4.0,5.0,139659
147,34,85.0,2298.0,416146.0,419334.0,92367.0,5.0,31.0,1048.0,0.0,0.0,23.0,139659
148,35,39.0,2337.0,7081104.0,7082406.0,113425.0,65.0,12.0,1044.0,1.0,0.0,14.0,139659
149,36,58.0,2395.0,1391867.0,1393185.0,107432.0,15.0,18.0,1042.0,1.0,0.0,13.0,139659
150,37,61.0,2452.0,719850.0,720473.0,101774.0,10.0,29.0,1037.0,2.0,4.0,0.0,139659
151,38,62.0,2510.0,1551968.0,1553054.0,103850.0,15.0,37.0,1038.0,2.0,4.0,9.0,139659
152,1,53.0,53.0,5385248.0,5516893.0,5385246.0,65.0,0.0,1000.0,0.0,0.0,0.0,4941670
153,2,79.0,124.0,2751465.0,2754669.0,4927022.0,30.0,0.0,1001.0,3.0,8.0,0.0,4941670
154,3,68.0,192.0,4430481.0,4477679.0,4419512.0,45.0,0.0,1002.0,0.0,0.0,1.0,4941670
155,4,55.0,247.0,4005600.0,4045687.0,3987990.0,40.0,0.0,1003.0,1.0,0.0,0.0,4941670
156,5,52.0,299.0,6925497.0,6997115.0,4541691.0,70.0,0.0,1002.0,0.0,0.0,0.0,4941670
157,6,50.0,341.0,5143644.0,5144983.0,5256634.0,50.0,2.0,1007.0,5.0,8.0,3.0,4941670
158,7,56.0,397.0,2054485.0,2108885.0,4505341.0,20.0,2.0,1009.0,0.0,0.0,11.0,4941670
159,8,17.0,414.0,10332669.0,10347243.0,5798975.0,100.0,2.0,1010.0,0.0,0.0,0.0,4941670
160,9,64.0,478.0,2497781.0,2508796.0,5199422.0,25.0,1.0,1009.0,3.0,0.0,2.0,4941670
161,10,26.0,504.0,9558585.0,9608027.0,5856651.0,90.0,1.0,1010.0,0.0,0.0,2.0,4941670
162,11,46.0,550.0,5982212.0,6051652.0,5895185.0,60.0,1.0,1007.0,0.0,0.0,2.0,4941670
163,12,31.0,581.0,9556323.0,9593261.0,6580729.0,90.0,1.0,1005.0,0.0,0.0,0.0,4941670
164,13,64.0,645.0,4324065.0,4377281.0,6263568.0,45.0,1.0,1004.0,0.0,0.0,2.0,4941670
165,14,42.0,687.0,9366685.0,9403829.0,6759959.0,90.0,1.0,1007.0,0.0,0.0,2.0,4941670
166,15,50.0,737.0,5426017.0,5496380.0,6766183.0,50.0,1.0,1008.0,0.0,0.0,2.0,4941670
167,16,21.0,758.0,10811948.0,10818191.0,7479838.0,100.0,1.0,1009.0,0.0,0.0,1.0,4941670
168,17,30.0,788.0,10057468.0,10083099.0,7943980.0,95.0,1.0,1012.0,0.0,0.0,0.0,4941670
169,18,39.0,827.0,8417114.0,8463372.0,8007332.0,80.0,1.0,1009.0,0.0,0.0,0.0,4941670
170,19,45.0,872.0,9718114.0,9749512.0,8226321.0,90.0,1.0,1008.0,0.0,0.0,0.0,4941670
171,20,48.0,920.0,8766118.0,8816768.0,8317465.0,80.0,1.0,1008.0,0.0,0.0,0.0,4941670
172,21,37.0,957.0,9232853.0,9273185.0,8450514.0,85.0,1.0,1005.0,0.0,0.0,0.0,4941670
173,22,38.0,995.0,8282451.0,8376084.0,8584325.0,75.0,1.0,1005.0,0.0,0.0,0.0,4941670
174,23,39.0,1034.0,10749621.0,10765051.0,8818015.0,100.0,1.0,1002.0,0.0,0.0,0.0,4941670
175,24,39.0,1073.0,10092398.0,10118427.0,9009457.0,90.0,1.0,1000.0,0.0,0.0,0.0,4941670
176,25,17.0,1090.0,11254255.0,11254686.0,9372217.0,100.0,1.0,997.0,0.0,0.0,0.0,4941670
177,26,13.0,1103.0,11255668.0,11258162.0,9590202.0,100.0,1.0,995.0,0.0,0.0,0.0,4941670
178,27,30.0,1133.0,11128660.0,11136991.0,9719011.0,100.0,1.0,994.0,0.0,0.0,0.0,4941670
179,28,35.0,1168.0,9505430.0,9548104.0,9739937.0,85.0,1.0,990.0,0.0,0.0,0.0,4941670
180,29,29.0,1197.0,8077766.0,8148348.0,9764391.0,75.0,1.0,989.0,0.0,0.0,0.0,4941670
181,30,44.0,1241.0,5945097.0,6050794.0,9716576.0,55.0,1.0,989.0,0.0,0.0,0.0,4941670
182,31,47.0,1288.0,1618823.0,1664088.0,9615259.0,15.0,1.0,991.0,0.0,0.0,0.0,4941670
183,32,62.0,1350.0,3963511.0,4014673.0,9487145.0,35.0,1.0,990.0,0.0,0.0,0.0,4941670
184,33,33.0,1383.0,10497044.0,10526295.0,9575699.0,95.0,1.0,991.0,0.0,0.0,0.0,4941670
185,34,33.0,1416.0,8639042.0,8702938.0,9563463.0,80.0,1.0,993.0,0.0,0.0,0.0,4941670
186,35,34.0,1450.0,8681897.0,8780409.0,9584319.0,80.0,1.0,992.0,0.0,0.0,0.0,4941670
187,36,23.0,1473.0,10924781.0,10948563.0,9665440.0,100.0,1.0,990.0,0.0,0.0,0.0,4941670
188,37,28.0,1501.0,9106983.0,9188591.0,9686716.0,80.0,1.0,989.0,0.0,0.0,0.0,4941670
189,38,39.0,1540.0,7894056.0,7980582.0,9671864.0,70.0,1.0,989.0,0.0,0.0,0.0,4941670
190,1,59.0,59.0,3866409.0,3880757.0,3866410.0,45.0,0.0,1000.0,0.0,0.0,3.0,433805
191,2,87.0,146.0,1180686.0,1183539.0,1451656.0,15.0,4.0,1000.0,0.0,0.0,11.0,433805
192,3,94.0,240.0,122333.0,123013.0,299339.0,5.0,5.0,1005.0,1.0,0.0,2.0,433805
193,4,40.0,280.0,8144268.0,8148500.0,1004034.0,85.0,5.0,1010.0,0.0,0.0,5.0,433805
194,5,81.0,361.0,373332.0,375447.0,351146.0,5.0,5.0,1013.0,0.0,0.0,8.0,433805
195,6,41.0,402.0,7285204.0,7286121.0,818617.0,75.0,7.0,1017.0,3.0,0.0,8.0,433805
196,7,80.0,482.0,77669.0,77915.0,105688.0,1.0,15.0,1015.0,1.0,0.0,13.0,433805
197,8,20.0,502.0,10025556.0,10027272.0,434719.0,100.0,15.0,1018.0,0.0,0.0,1.0,433805
198,9,60.0,558.0,3688247.0,3689697.0,635111.0,35.0,9.0,1015.0,3.0,4.0,4.0,433805
199,10,41.0,599.0,4478038.0,4482817.0,768632.0,45.0,1.0,1015.0,1.0,0.0,9.0,433805
200,11,26.0,625.0,10389451.0,10390282.0,1923732.0,100.0,1.0,1014.0,0.0,0.0,2.0,433805
201,12,56.0,673.0,3578090.0,3578454.0,2212499.0,35.0,2.0,1009.0,4.0,8.0,1.0,433805
202,13,76.0,749.0,2070589.0,2073501.0,1868180.0,20.0,2.0,1012.0,1.0,0.0,1.0,433805
203,14,64.0,813.0,3739124.0,3743438.0,1856423.0,35.0,2.0,1013.0,0.0,0.0,1.0,433805
204,15,53.0,866.0,4777183.0,4779578.0,1854778.0,45.0,1.0,1014.0,2.0,0.0,0.0,433805
205,16,49.0,915.0,4879235.0,4884546.0,1904543.0,45.0,1.0,1017.0,1.0,0.0,3.0,433805
206,17,44.0,959.0,8115439.0,8117057.0,2804047.0,75.0,1.0,1019.0,0.0,0.0,15.0,433805
207,18,62.0,1021.0,2984530.0,2990228.0,2684672.0,30.0,5.0,1018.0,2.0,0.0,2.0,433805
208,19,66.0,1087.0,5800207.0,5803875.0,2898652.0,55.0,1.0,1018.0,1.0,0.0,6.0,433805
209,20,49.0,1136.0,8710333.0,8712407.0,3348088.0,80.0,31.0,1020.0,1.0,0.0,17.0,433805
210,21,91.0,1227.0,262807.0,264075.0,2552998.0,5.0,0.0,1019.0,0.0,0.0,1.0,433805
211,22,40.0,1267.0,7808913.0,7812849.0,2677994.0,75.0,1.0,1025.0,1.0,0.0,8.0,433805
212,23,60.0,1327.0,5269072.0,5276904.0,2707980.0,50.0,1.0,1029.0,0.0,0.0,6.0,433805
213,24,141.0,1468.0,483906.0,485495.0,2019684.0,5.0,0.0,1028.0,2.0,0.0,6.0,433805
214,25,83.0,1551.0,4350886.0,4354130.0,2125777.0,40.0,23.0,1026.0,1.0,0.0,1.0,433805
215,26,80.0,1631.0,2279095.0,2283935.0,2025210.0,25.0,17.0,1022.0,1.0,0.0,8.0,433805
216,27,62.0,1693.0,2430303.0,2435134.0,1896769.0,25.0,25.0,1024.0,1.0,0.0,8.0,433805
217,28,64.0,1757.0,2654915.0,2659864.0,1843924.0,25.0,15.0,1028.0,1.0,0.0,6.0,433805
218,29,55.0,1812.0,2217973.0,2221241.0,1686840.0,20.0,15.0,1027.0,0.0,0.0,9.0,433805
219,30,57.0,1869.0,1656940.0,1660036.0,1553794.0,15.0,24.0,1025.0,1.0,0.0,0.0,433805
220,31,22.0,1891.0,10104952.0,10105613.0,1834152.0,90.0,28.0,1023.0,1.0,0.0,0.0,433805
221,32,63.0,1954.0,3904484.0,3906047.0,1927526.0,35.0,37.0,1020.0,1.0,0.0,2.0,433805
222,33,76.0,2030.0,1337197.0,1339148.0,1735262.0,15.0,11.0,1016.0,1.0,0.0,7.0,433805
223,34,54.0,2084.0,3760929.0,3762089.0,1801689.0,35.0,5.0,1018.0,1.0,0.0,1.0,433805
224,35,52.0,2136.0,1860784.0,1866501.0,1695686.0,20.0,5.0,1021.0,0.0,0.0,10.0,433805
225,36,46.0,2182.0,4567269.0,4569734.0,1720883.0,40.0,10.0,1023.0,2.0,0.0,0.0,433805
226,37,39.0,2221.0,5767875.0,5770367.0,1818718.0,55.0,18.0,1025.0,1.0,0.0,3.0,433805
227,38,61.0,2282.0,1693059.0,1697768.0,1724554.0,15.0,16.0,1023.0,1.0,0.0,7.0,433805
228,1,77.0,77.0,522374.0,523429.0,522374.0,10.0,0.0,1000.0,0.0,0.0,4.0,66708
229,2,92.0,169.0,697717.0,698070.0,105890.0,10.0,5.0,1002.0,1.0,0.0,6.0,66708
230,3,89.0,258.0,355421.0,356164.0,36182.0,5.0,10.0,1006.0,1.0,0.0,3.0,66708
231,4,52.0,310.0,4793847.0,4794889.0,70231.0,50.0,10.0,1009.0,0.0,0.0,7.0,66708
232,5,79.0,389.0,560068.0,560417.0,27030.0,10.0,5.0,1014.0,1.0,0.0,5.0,66708
233,6,70.0,459.0,1396126.0,1396340.0,8382.0,15.0,0.0,1020.0,2.0,0.0,13.0,66708
234,7,40.0,499.0,7037868.0,7038445.0,26117.0,70.0,0.0,1024.0,0.0,0.0,7.0,66708
235,8,41.0,540.0,3357669.0,3358678.0,28465.0,35.0,0.0,1026.0,0.0,0.0,7.0,66708
236,9,66.0,606.0,1951882.0,1952580.0,31182.0,20.0,3.0,1028.0,2.0,0.0,3.0,66708
237,10,31.0,637.0,8328790.0,8328970.0,113467.0,80.0,0.0,1030.0,2.0,0.0,12.0,66708
238,11,53.0,690.0,4151485.0,4152015.0,184232.0,40.0,13.0,1029.0,1.0,0.0,4.0,66708
239,12,39.0,729.0,8071736.0,8071943.0,458848.0,80.0,22.0,1029.0,1.0,0.0,17.0,66708
240,13,45.0,774.0,8733753.0,8733883.0,1061030.0,85.0,3.0,1029.0,1.0,0.0,13.0,66708
241,14,28.0,802.0,10689743.0,10689752.0,2241156.0,100.0,5.0,1026.0,1.0,0.0,9.0,66708
242,15,80.0,882.0,189675.0,189872.0,1351686.0,5.0,5.0,1024.0,0.0,0.0,0.0,66708
